TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133348.6997,-4549.07,19340.09,8288.67,34710.79,30852.46,22882.66
1133348.7017,-4576.11,19359.5,8392.0,34720.57,30909.45,22920.52
1133348.7037,-4587.6,19325.88,8354.43,34697.49,30886.22,22899.25
1133348.7057,-4570.06,19288.07,8235.36,34678.89,30823.57,22850.52
1133348.7077,-4550.6,19266.04,8136.42,34670.31,30777.51,22813.23
1133348.7097,-4530.38,19241.72,8000.61,34656.96,30711.27,22772.51
1133348.7117,-4526.42,19270.28,8034.28,34674.31,30733.26,22797.78
1133348.7137,-4538.35,19308.47,8158.49,34695.92,30794.81,22843.08
1133348.7157,-4557.47,19320.78,8244.28,34693.39,30825.81,22864.06
1133348.7177,-4585.79,19331.17,8338.12,34693.44,30864.15,22888.95
1133348.7197,-4591.04,19332.32,8379.6,34695.39,30888.99,22904.97
1133348.7217,-4582.83,19293.22,8271.98,34676.41,30834.01,22863.34
1133348.7237,-4590.08,19259.26,8163.88,34655.96,30778.41,22818.52
1133348.7257,-4576.64,19227.27,8025.12,34636.17,30708.75,22769.41
1133348.7277,-4556.85,19235.66,7984.97,34648.09,30693.87,22767.88
1133348.7297,-4561.0,19283.87,8106.95,34678.32,30759.29,22820.81
1133348.7317,-4565.81,19313.24,8217.38,34692.67,30814.56,22865.35
1133348.7337,-4556.13,19347.62,8319.57,34718.33,30874.88,22913.74
1133348.7357,-4575.06,19353.68,8403.73,34719.71,30916.93,22940.92
1133348.7377,-4586.6,19305.61,8311.89,34685.85,30861.0,22892.62
1133348.7397,-4568.24,19272.14,8199.5,34666.69,30803.21,22843.94
1133348.7417,-4547.79,19240.72,8079.01,34653.72,30742.12,22798.59
1133348.7437,-4531.57,19227.46,7979.2,34649.04,30695.78,22774.08
1133348.7457,-4536.44,19265.37,8060.5,34670.93,30738.93,22811.42
1133348.7477,-4555.51,19297.51,8180.57,34686.14,30797.63,22856.1
1133348.7497,-4568.53,19318.54,8269.88,34692.96,30838.21,22887.18
1133348.7517,-4587.98,19340.95,8386.04,34703.21,30902.77,22926.95
1133348.7537,-4593.09,19313.29,8346.22,34683.28,30882.22,22902.44
1133348.7557,-4585.7,19271.9,8231.64,34662.16,30823.04,22859.86
1133348.7577,-4582.98,19247.77,8120.59,34654.76,30770.59,22819.62
1133348.7597,-4582.45,19225.55,7997.85,34643.94,30708.98,22779.66
1133348.7617,-4578.92,19243.05,8015.92,34654.91,30714.94,22786.1
1133348.7637,-4567.67,19285.82,8149.34,34678.7,30784.28,22835.11
1133348.7657,-4555.13,19318.96,8245.9,34694.49,30832.29,22869.64
1133348.7677,-4570.06,19344.95,8363.72,34708.27,30892.52,22918.61
1133348.7697,-4571.63,19333.56,8387.28,34703.93,30908.25,22925.95
1133348.7717,-4560.42,19303.66,8293.06,34692.1,30862.05,22891.91
1133348.7737,-4565.24,19264.13,8168.03,34669.69,30794.91,22838.07
1133348.7757,-4551.75,19233.66,8045.67,34652.14,30739.22,22799.16
1133348.7777,-4528.0,19238.47,7993.75,34656.62,30713.13,22789.86
1133348.7797,-4539.92,19287.78,8124.64,34684.38,30780.89,22838.69
1133348.7817,-4562.86,19309.71,8221.34,34691.24,30822.19,22862.72
1133348.7837,-4589.37,19331.7,8321.1,34701.21,30871.73,22897.87
1133348.7857,-4599.95,19331.46,8389.86,34697.3,30906.87,22921.71
1133348.7877,-4591.94,19292.55,8310.99,34671.12,30865.39,22888.95
1133348.7897,-4568.96,19260.84,8191.35,34657.43,30805.16,22842.41
1133348.7917,-4555.61,19236.38,8089.92,34649.19,30755.86,22807.84
1133348.7937,-4542.78,19216.78,7975.15,34645.85,30703.6,22781.37
1133348.7957,-4556.08,19262.98,8073.81,34675.79,30757.14,22829.54
1133348.7977,-4589.13,19294.41,8183.05,34685.09,30810.07,22861.44
1133348.7997,-4586.36,19309.19,8273.89,34690.43,30851.8,22887.04
1133348.8017,-4572.34,19328.02,8374.17,34706.17,30908.35,22927.33
1133348.8037,-4583.22,19304.95,8352.42,34690.19,30897.19,22915.18
1133348.8057,-4591.42,19259.79,8221.77,34663.73,30825.38,22858.43
1133348.8077,-4578.69,19245.91,8132.89,34657.29,30781.18,22824.19
1133348.8097,-4554.89,19213.11,7986.4,34636.36,30705.74,22774.08
1133348.8117,-4553.08,19235.42,8012.96,34651.33,30717.33,22790.05
1133348.8137,-4560.42,19281.58,8145.57,34679.32,30786.8,22839.07
1133348.8157,-4563.05,19308.71,8250.38,34694.82,30840.78,22875.5
1133348.8177,-4581.26,19319.49,8339.17,34695.53,30880.69,22901.44
1133348.8197,-4588.99,19321.49,8380.46,34694.82,30904.11,22914.36
1133348.8217,-4587.36,19282.63,8272.03,34670.5,30848.79,22865.87
1133348.8237,-4573.3,19255.97,8170.41,34658.05,30795.86,22825.53
1133348.8257,-4550.65,19222.93,8038.57,34640.7,30729.58,22780.8
1133348.8277,-4545.31,19228.6,7990.03,34648.95,30708.98,22777.13
1133348.8297,-4561.52,19272.85,8109.48,34674.36,30769.88,22822.95
1133348.8317,-4571.49,19308.24,8220.48,34691.24,30823.47,22862.15
1133348.8337,-4589.03,19325.4,8316.85,34694.2,30870.58,22890.38
1133348.8357,-4602.15,19334.65,8395.34,34696.39,30907.01,22914.98
1133348.8377,-4595.95,19299.46,8320.33,34674.46,30866.1,22881.46
1133348.8397,-4572.01,19268.56,8209.42,34661.58,30810.98,22839.26
1133348.8417,-4554.46,19238.52,8092.26,34645.99,30753.66,22801.26
1133348.8437,-4539.59,19219.78,7980.25,34641.13,30698.26,22770.93
1133348.8457,-4545.64,19265.32,8070.99,34670.21,30748.28,22809.03
1133348.8477,-4561.81,19294.55,8186.1,34681.85,30801.63,22841.65
1133348.8497,-4575.44,19313.86,8276.61,34690.77,30846.27,22871.31
1133348.8517,-4585.98,19335.22,8382.04,34701.92,30901.72,22914.46
1133348.8537,-4589.61,19310.48,8359.62,34685.19,30890.04,22903.83
1133348.8557,-4578.73,19275.24,8244.71,34665.87,30828.81,22856.67
1133348.8577,-4566.34,19249.3,8142.14,34655.67,30781.51,22818.47
1133348.8597,-4550.93,19212.49,7996.7,34638.74,30712.27,22774.41
1133348.8617,-4554.46,19231.89,8018.07,34648.14,30723.05,22789.53
